src,tgt,src_len,tgt_len,Meaning completely changed,remarks
"she got him the puppy, then after she died they killed his puppy and stole his car.",usse puppy mila lekin voh us puppy ko maar diya aur uska car stole kiya,17,15,1,they killed -> usi ne maar diya
the director baz luhrmann is kind of know for that.,director baz luhrmann iske liye jaana jaata hai.,10,8,,
hopefully this went all out with the acting,hopefully ye sab acting ke saath khatm ho jayega,8,9,1,incorrect translation
"don't know about the budget - but critical response is that it's an ""expansively entertaining special effects extr avaganza""",muje budget nahi patha- lekin is critical response se lag raha hein ki voh expansively entertaining special effects hi hoga,19,20,,
"i adore them.  the more ""out there"" the better.  ",i unse pyar h. bahar bahut better h.,9,8,1,"incorrect translation. ""out there"" is literally translated"
though they took forever to make those ones... or at least waited forever,mujhe laga use banane mein they took forever..ya fir waited forever,13,11,,
i didn't know billy crystal was the voice of mike but i love it!,mujhe nahi mahum thai ki billy crystal mike ki voice the but achcha tha!,14,14,,
he plays on empire he was in hustle in flow,voh empire ke role play kar raha hein jo hustle in flow mein hein,10,14,,
christopher walken and martin sheen are also in this film in supporting roles,is film mein christopher walken aur martin sheen bhee supporting roles mein hain,13,13,,
"cool. i guess that's one of the ultimate questions, which one could beat out the other. do they team up at all in the film ?","badiya. mujhe lagata hai ki yeh param savaalon mein se ek hai, kaun dusre ko hara sakta hai. kya ve film mein team up krte hai?",26,26,,
"sandra bullock is in it, she was praised for her job in it!","sandra bullock us mein hain, unhe bahut taarif mila tha is job ke liye!",13,14,,
i liked the final fight scene in wick better than the matrix just my opinion.,mujhe wick ka final fight scene matrix wale se accha laga. bas mere opinion me,15,15,,
"hi there, have you heard about the movie the post, is by spielberg","hi, kya tumhne the post by spielberg movie ke bare me suna he,",13,13,,
"yeah, i'm surprised it only received a b rating on rotten tomatoes","haan, mujhe aashchary hai ki ise keval sade hue tamaatar b rating milee",12,13,,translates RT quite lliterally
i would but make sure kids are not around.,main yeh karoongi par kids yahaan nehi hoone chaayae,9,9,,
it was. it was so sweet. and the minions were so loyal to gru as well. it was adorable.,haan yar yeh tho sweet hein.. aur voh minions tho badi loyal nikle us gru ko.. bahut adorable hien yar,19,20,,
"hello! isn't monsters university a great movie? it was true to the spirit of monsters, inc. and matched its tone. ","hello... monsters university kya acha movie hien? kya vaakahi mein spirit of monsters sach hein, aur unka tone matched hein",20,20,1,rhetorical question translated incorrectly
to the movie really well,is movie ke liye tho badiya hein,5,7,,
to learn how to fight injustice,tho mein injustice se fight karne ko learn karunga,6,9,,
but metacritic is kinda low at 56/100,lekin metacritic ne kaafi low diya 56/100,7,7,,
yeah introducing concepts like that can definitely be hard to follow sometimes depending on how they're presented. it's interesting that zues chose amazonian warriors to protect mankind,"haan, is tarah kee avadhaaranaon ko pesh karana nishchit roop se kabhee-kabhee paalan karane ke lie kathin ho sakata hai ki ve kaise prastut karate hain. yah dilachasp hai ki zoo ne maanav jaati kee raksha ke lie amejan yoddhaon ko chuna",27,42,,
"any film that i've ever seen with him in it was really good. it's ironic that you mention him because for some reason, i've been in the mood to watch titanic.","haan kaafi filmon mein voh ache perform karthe... voh ironic hein, muje unhe titanic mein pasand hein",31,17,,
they tried to kill john so he was after the whole sindicate and raced to the helicopter that viggo was trying to escape in.,unhone john ko maarne ki try ki so wo whole syndicate ke peeche tha aur jis helicopter mein viggo escape karne ki try kar raha tha uski taraf bhaaga.,24,29,,
okay i get the idea,ha muje idea mil gaya,5,5,,
the lead actors are benedict cumberbatch and keira knightley,pramukh kalaakaar benedikt kambarabaich aur keira naitalee hain,9,8,,transliterates the names too
i loved the scene when gru has to rescue the girls.,gru ki ladkiyoon ko bachane waali scene mujhe bahut pasand hai.,11,11,,
i believe it. i remember reading about the lawsuits when they were filed. i think they have great lawyers to protect themselves though...,mujhe yaqeen hai. mujhe yaad hai  maine padha tha jub lawsuits file hue thay. mere khayal se unke pass khud ko bachanay ache lawyers hai,23,25,,
"i agree, it was a very popular movie.","haan agreed,woh bahut popular movie tha.",8,6,,
have you seen it,kya aapne dekhi hai,4,4,,
still... the good guys against bad guys works well at that age.,"still. good guys tho bad guys se ache tarah against karthe, jo is age ke liye tho ache work kiya",12,20,1,incorrect translation
sometimes i'll watch these if they keep my interest. i think i only watched it because of him.,shayad main ise dekhon ga agar yeh mujhe interesting lagi. mere khayaal se maine is sirf uski wajah se dekha.,18,20,,
a scarer. basically they harvest energy from scaring children at night.,darawani wo energy dare hue bachi se lete hai raat mai,11,11,,
"the movie is a musical, has a 89% rotten tomatoes rating, and stars idina menzel. she was made famous for the musical wicked.","philm ek sangeetamay hai,  89% सड़े टमाटर की रेटिंग है, aur staars idina menzel. vah sangeet dusht ke lie prasiddh tha.",23,21,,
i see your point. i fear that you may dissuade people from watching a third movie if they were put off from seeing the villain win in the second movie.,i see your point. lekin kujhe darr hai ki you may dissuade people from watching a third movie agar unko second movie mein villian ka jeetna pasand nahi aaya .,30,30,,
did you see it on the big screen the first time?,kya tumne pehli baar isko big screen par dekha tha?,11,10,,
"oh yeah, he fell in the well and a ton of bats were swarming him. he was initially afraid of t hem.","acha, voh well mein gir jaatha aur bahut bats ne usse swarming kartha.. voh initially afraid tha",22,17,,
was the movie very funny?,movie bahut funny tha?,5,4,,
if it's colorful and funny i think he will enjoy it. did the article say it was a funny movie too?,yadi vah colorful or funny hoga to vah enjoy karega. kya article kahata hi ki ye funny movie hai?,21,19,,
"yeah, it definitely sounds like that.","haan, ye definitely aisa sound karta hai",6,7,,
"sure, the dragons name is night fury. and the movie doesn't have much of a storyline, but it has battles between tamed and evil ones.","jarur, dragon ka naam hein night fury, aur us movie mein kafi storyline nahi hein lakin uska tamed aur evil one ka battles chal raha hein.",25,26,,
what genre would you say the movie is,tum kya bolte ho movie ka genre kya hai?,8,9,,
i don't have a favorite lol. i just loved this movie as a whole. some parts and scenes were more touching than others but it's just an overall love for the entire movie.,"mera koi favorite nahi he, lol. mujhe to bas whole movie se love he. kuch parts aur scenes others se adhik touching the but ye overall love he entire movie ke liye.",33,32,,
would an adult also enjoy the movie?,kya ek adult bhi is movie ko enjoy karega?,7,9,,
you should watch this movie because it's a thrilling action-adventure sage with exhilarating 3d movie!,tumhe wo movie dekhni chahiye kyunki it's a thrilling action-adventure sage with exhilarating 3d !,15,15,,
"i enjoyed that part too, since it also shows how hard both of them are working to achieve their dreams","maine bhi wo part enjoy kiya, isme ye bhi dikhaya gaya hai kaise dono mehnat karte hai apne dreams achieve karne",20,21,,
t he scene where frank is returning home by way of flying on a plane from prison must have felt funny. to him.,"frank jahaan jel se aeroplain par udaan bharakar home laut rahe hain, unhen ajeeb laga hoga. use.",23,17,,
i wonder if it's on netflix,muje lagtha hein ki yeh netflix mein hein,6,8,,turns ques to affirmation
i saw it many years ago,maine kafi years pehle dekhi,6,5,,
i thiink i would like to watch it with them. sounds like it may be fun for the whole family.,i think unke saath ise dekhne me mujhe accha lagega. aisa lagta hai ye puri family ke fun hoga.,20,19,,
"yes, the director really surrounded his audience with chaos and horror.  the 65mm film gave it a real feel.","haan, director ne vaastav mein apane darshakon ko araajakata aur aatank ke saath gher liya. 65 mm movie ne ise vaastavik roop diya.",19,23,,
"i know theres an alligator hunter that finds and removes those guys. in the movie they paid quint, richard dreyfus to find the shark. who would do that in real life? not me!","mujhe pata hai ki ek magaramachchh shikaaree ko dhoondhata hai aur un logon ko nikaalata hai. shaark ko khojane ke lie philm mein unhonne kvint, richard drephas ko bhugataan kiya. asal jindagee mein kaun aisa karega? main nahin!",33,38,,
oozma kappa. i can't believe they threw a kappa meme in there.,oozma kappa.. muje yakin hi nahi aatha ki voh kaapa ko meme banaye,12,13,,
i always  prefer to read the book first.,"mein hamesha, book he prefer karthi",8,6,,
anyways thanks and good bye! habe a good one haha.,jaisa bhi shukriya good bye! achha ho haha,10,8,,
great casting,bahut achchi casting hai,2,4,,
"hmm, you might have to convince me a little more about jaws just because i already know the ending. since you said la la land is a romantic comedy, is there any romance in jaws?","hamm, tum mujhe jabade ke baare mein thoda aur samajhaane ke lie ho sakata hai kyonki main pahale se hee ant jaanata hoon. jab se aapane kaha tha ki la la laind ek romaantik komedee hai, kya joz mein koee romaans hai?",35,42,,
"well, you have to see it yourself","theek hai, aapako ise svayan dekhana hoga",7,7,,
right. i feel like the review that mentions the cruelty that's involved in following your dreams really sums it up. the film is not afraid to show how much hard work and hardship is involved in making it big,sahi. mujhe lagta hai review jisme zulm ka zikar hai tumhaare khawaab puray karne wo bahut acha sum up kiya hai. film darti nahi hai ye dikhaane ke kitne mehnat aur hardship lagti hai kuch bada karne,39,37,,
